Models,layer,pooling,accuracy,f1,freq_diff,cohens_h
,31,,0.9471387402223136,0.9460866644272756,0.1389124864900121,0.4824084175960248
,32,,0.9482914779744752,0.9477798104107766,0.1125607574316437,0.4156627792290339
,33,,0.9443392342527788,0.9431932773109244,0.1326917898087973,0.4486133345344676
,34,,0.9459860024701524,0.9453059863264964,0.1120601726157297,0.4015500785475918
,35,,0.9526554137505148,0.9527254789114528,0.0973675480987581,0.4235675927210538
Qwen3-8B-Base,0,last_token,0.7893783449979416,0.7824829931972789,0.3601425646348631,0.8192239684112814
,1,,0.8612597776862907,0.8575775505029161,0.2906713158498117,0.7497137066648019
,2,,0.8866200082338411,0.8849912302681032,0.2735790053687821,0.8038181517662724
,3,,0.9076986414162208,0.9061689126977484,0.2376937565349126,0.7207026025229584
,4,,0.9241663235899548,0.9230640715061398,0.2099006953367183,0.6825083152585347
,5,,0.9317414573898724,0.9312204430432256,0.1750694356356367,0.6256473066527257
,6,,0.9367641004528612,0.9360745796570668,0.1807367279999775,0.6576944946776755
,7,,0.9413750514615068,0.9411959035348528,0.1537611686234558,0.594520412086371
,8,,0.950843968711404,0.9505590062111802,0.1268560352482136,0.5142712483082459
,9,,0.953314121037464,0.953314121037464,0.0936949921911169,0.3881452557204112
,10,,0.9549608892548374,0.9551823023351086,0.0814372666388429,0.3577144108714774
,11,,0.9579250720461095,0.957786038826931,0.1024990426465451,0.4394733209158041
,12,,0.9586661177439276,0.958505538105472,0.0892049344618033,0.3741114637619658
,13,,0.9582544256895842,0.957809769493218,0.1135443205631518,0.4521861006936118
,14,,0.9609715932482504,0.9608329201784828,0.080207212502856,0.3472706078636975
,15,,0.9622066694112804,0.9621568142468464,0.0952319596394989,0.4563850740374855
,16,,0.961053931659119,0.9610154125113328,0.0737224183168425,0.3341002038535419
,17,,0.961300946891725,0.9609958506224068,0.0936245661898372,0.3967783409541896
,18,,0.9619596541786744,0.9618560105680316,0.0997572303694523,0.463086378259137
,19,,0.961300946891725,0.961214721901304,0.0940723315047915,0.4277356441562521
,20,,0.9629477151090984,0.9628774129681572,0.0800311474996567,0.3700123880702084
,21,,0.961794977356937,0.961766644693474,0.0888704109557249,0.4241131921043917
,22,,0.9597365170852202,0.9595098120394138,0.0954608441436578,0.4149018874237322
,23,,0.9607245780156444,0.9607762519529645,0.0749172594521897,0.3499955535621035
,24,,0.9577603952243722,0.9575436563767276,0.0986856347363446,0.4223499138232105
,25,,0.9586661177439276,0.9585808580858086,0.0921480210493713,0.421537811822859
,26,,0.9574310415808976,0.9573537903159284,0.0897231257780373,0.3915987289551852
,27,,0.9568546727048168,0.9567585410133684,0.08656876118663,0.3743963475444491
,28,,0.9553725813091808,0.95522141440846,0.0872806240063831,0.3680231530688385
,29,,0.954302181967888,0.9541587511357066,0.0790299778678288,0.3319085974745017
,30,,0.9537258130918074,0.9536914963744232,0.0916298297331374,0.4001881998422765
,31,,0.9536434746809388,0.9534749194281464,0.0948722268261442,0.4054384903680867
,32,,0.9532317826265954,0.9531121017005116,0.0866744001885495,0.3620583110378232
,33,,0.95232606010704,0.952113142006451,0.0975612196022771,0.3979256114894682
,34,,0.955290242898312,0.955090563228848,0.1031404794650184,0.4414407774971711
,35,,0.955537258130918,0.9551867219917012,0.1057942592405115,0.43646033384903
Qwen2.5-3B,0,mean_pool,0.853684643886373,0.8518796365758107,0.240261197492639,0.6918978247775516
,1,,0.8637299300123508,0.8609126817379612,0.2643814698264589,0.7713047878995094
,2,,0.8820913956360642,0.88264218980495,0.1908462765015059,0.6480687622152219
,3,,0.883902840675175,0.8814926878466969,0.2146324590191595,0.6573403824237012
,4,,0.8899958830794565,0.8881634019755567,0.218801832432022,0.7032242155598687
,5,,0.8956772334293948,0.8949158165381106,0.1952451257476947,0.6707917221507396
,6,,0.910580485796624,0.9102775941837408,0.1687558528992415,0.6226411832146672
,7,,0.9161794977356936,0.9147546474627366,0.1738684394799672,0.6139408786472549
,8,,0.9304240428159736,0.929846409298464,0.1507554985615578,0.5903387282108068
,9,,0.9402223137093454,0.9400594451783356,0.1120112038200977,0.466807073041187
,10,,0.9491972004940304,0.9489534210308596,0.1004952290961858,0.4430612338138395
,11,,0.9494442157266364,0.9494733377221856,0.0944411166699006,0.4389586465570549
,12,,0.9484561547962124,0.9485451257603156,0.1003197475765833,0.4790001732505624
,13,,0.9522437216961712,0.9522869364922673,0.0963376669394504,0.4661707141466795
,14,,0.95356113627007,0.9536260483473114,0.0884140014004775,0.4305389534275261
,15,,0.9534787978592012,0.9534711356336985,0.0918983219579687,0.4420876280174179
,16,,0.9568546727048168,0.95701394585726,0.0734542018543672,0.3847040639511565
,17,,0.955784273363524,0.9555205831193572,0.0885219900279251,0.4095255047519286
,18,,0.9547138740222314,0.9544324772162386,0.0984096987286026,0.4544306922674628
,19,,0.9547138740222314,0.9545829892650702,0.0943871223561768,0.4502310942679797
,20,,0.9602305475504322,0.9603610997127616,0.0640372560764693,0.3412768247302447
,21,,0.9547138740222314,0.9543568464730292,0.0836388792805258,0.3781267634975158
,22,,0.955043227665706,0.9549579277346972,0.1008040090777939,0.4840076440923559
,23,,0.9594071634417456,0.9597583870704433,0.0683416152736414,0.4036341619578838
,24,,0.9581720872787156,0.9578423236514524,0.0963646640963122,0.4597415507291944
,25,,0.9603952243721696,0.960525235945835,0.0679788409783095,0.3646200555585097
,26,,0.960065870728695,0.9602034955280216,0.065987800659743,0.3571581821711196
,27,,0.9543845203787568,0.9542300066093852,0.0948983810142494,0.4488989197457904
,28,,0.9527377521613832,0.9523967490462764,0.0945491052973483,0.4197857552812238
,29,,0.9538904899135446,0.9538182417944912,0.0898937830609714,0.4385216585459788
,30,,0.9531494442157268,0.9532495275655246,0.083920662105272,0.4183889537233543
,31,,0.9498559077809798,0.9500942391215276,0.0745037163273742,0.3769321599305426
,32,,0.945574310415809,0.9457529749692244,0.0904185402974748,0.434240133343196
,33,,0.940798682585426,0.9411475812392568,0.0880782242620074,0.398957609646644
,34,,0.93684643886373,0.9371671991480298,0.0905805232386464,0.404913002727413
,35,,0.9343762865376698,0.9343654780531994,0.0937020695008057,0.3953928287014796
Qwen2.5-3B,0,last_token,0.7916014820913956,0.782616164218844,0.3314356581822477,0.8085963487930039
,1,,0.8563194730341704,0.8554626025014496,0.2475116214323679,0.7285848629783143
,2,,0.8730341704405105,0.8729400131839157,0.2025917270587441,0.6393552405486274
,3,,0.8810209962947715,0.8802519267423552,0.232052374484312,0.7619509932725341
,4,,0.8900782214903252,0.8904570443915648,0.1927023310357627,0.6733093713333771
,5,,0.8953478797859201,0.8953134008730748,0.1849001527026684,0.6297974386367371
,6,,0.9109098394400988,0.9104749296706932,0.1791278231011297,0.6641704954655419
,7,,0.9178262659530672,0.9174933862433864,0.1598096700441235,0.5971719963306303
,8,,0.9291066282420748,0.9285536470002488,0.154239819119049,0.5996586711103471
,9,,0.9403869905310828,0.9397570311199868,0.1038732483485332,0.400934454014465
,10,,0.9473034170440512,0.9469408058365114,0.1035222853093283,0.4455744688501393
,11,,0.9486208316179496,0.9484041673557136,0.1073288844268588,0.4912849307616507
,12,,0.9534787978592012,0.95340206185567,0.0933781036184626,0.4500203603291872
,13,,0.9568546727048168,0.9568226763348716,0.0804363415477806,0.4063817225791646
,14,,0.9573487031700288,0.9572959604286893,0.0760104951447301,0.3795895020654209
,15,,0.9573487031700288,0.9572395575367344,0.0809880959411462,0.3968901474603106
,16,,0.9574310415808976,0.957339714497896,0.087875745585543,0.4381801413310064
,17,,0.9589131329765336,0.9588995964088626,0.0798710885759843,0.4210111498584163
,18,,0.9581720872787156,0.9580234671955048,0.0745712092195289,0.3645794538950984
,19,,0.9606422396047756,0.9606649111257406,0.0783103154449047,0.4359212789211981
,20,,0.9592424866200082,0.9591078066914498,0.0760239937231609,0.3770362334363861
,21,,0.9590778097982708,0.9592054502175162,0.0773147952856214,0.4323250255418132
,22,,0.9577603952243722,0.9576697747338888,0.0774902768052239,0.3874691512047183
,23,,0.9571016879374228,0.9569314706125486,0.0667825294648657,0.3113520091868689
,24,,0.9571016879374228,0.9570521803643558,0.0676430638398393,0.3332279620553269
,25,,0.9585014409221904,0.958470665787739,0.0799385814681391,0.4046496778161796
,26,,0.9571840263482916,0.957010582010582,0.0761049851937467,0.363128132804313
,27,,0.9566899958830796,0.9566006600660066,0.0834903949177852,0.4027698512275734
,28,,0.954055166735282,0.9536929460580912,0.068451291223393,0.2977234944440727
,29,,0.9521613832853026,0.9517401777556276,0.0768592182635766,0.3315517694616328
,30,,0.955290242898312,0.9552828790249528,0.085373446608904,0.4330525361570165
,31,,0.951585014409222,0.9516924088070984,0.0947498966515087,0.4881232993801112
,32,,0.9512556607657472,0.9514196619071064,0.0908218103280997,0.4586264084514702
,33,,0.9489501852614244,0.9489879874938292,0.0914005618783272,0.4404485386486203
,34,,0.9483738163853438,0.9483482988714064,0.1018805207076629,0.4682680284671736
,35,,0.9483738163853438,0.9481689675126064,0.0965401456159148,0.4260871119294398
SmolLM3-3B-Base,0,mean_pool,0.782544256895842,0.7774500716272015,0.2382229121495642,0.5781465924589062
,1,,0.8545903664059283,0.8581753935110825,0.1552387139229399,0.4865229369603718
,2,,0.8961712638946069,0.8957420421661844,0.1937518455087699,0.6671676705229852
,3,,0.9264717990942776,0.9256143273635984,0.1598231686225544,0.5949351499727022
,4,,0.9410456978180322,0.9407088439880756,0.1361719718892104,0.5830695101220855
,5,,0.9504322766570604,0.9504689814052988,0.1042748310568544,0.49863639072935
,6,,0.950843968711404,0.9513962387038996,0.0867047439066573,0.4932053092351038
,7,,0.9529024289831206,0.9530146213241334,0.0736161847955386,0.3544677250035759
,8,,0.95603128859613,0.956379676523444,0.0729294446178636,0.3891800535913594
,9,,0.9559489501852614,0.956158321724166,0.0582126194835106,0.2943058980556445
,10,,0.9585014409221904,0.958504857566277,0.0710733900836068,0.3545384132959559
,11,,0.9623713462330176,0.9623217083024156,0.0705621314255342,0.3551124260469445
,12,,0.9597365170852202,0.959663449641178,0.0563160692139609,0.274857710472423
,13,,0.9635240839851792,0.9635480951205464,0.0665395550531084,0.3479971982117003
,14,,0.9627006998764924,0.962608336772596,0.0675890695261155,0.3419338664089495
,15,,0.9622066694112804,0.9622501850481124,0.0635664931536897,0.3342983130061587
,16,,0.9594071634417456,0.959340206185567,0.0563160692139609,0.274857710472423
,17,,0.9614656237134624,0.9614687963115428,0.0645620133129729,0.3380402791724974
,18,,0.9611362700699876,0.9611650485436892,0.0615889514135542,0.3243403156499171
,19,,0.960806916426513,0.9607584501236603,0.0611991799613603,0.3055322470474761
,20,,0.9589954713874024,0.9595713589868484,0.0485122035585627,0.2993319836089365
,21,,0.9582544256895842,0.9583778014941302,0.0709654014561591,0.3756517172035281
,22,,0.9594071634417456,0.9592999256996616,0.0765352523812336,0.3762971553653318
,23,,0.956772334293948,0.9566438186472872,0.071706135947558,0.3357253066545564
,24,,0.9571016879374228,0.9569741514575936,0.0766432410086812,0.3586436212400645
,25,,0.9551255660765748,0.955258188982842,0.0754722393297956,0.3859706618727068
,26,,0.9522437216961712,0.952482385711945,0.0784453012292142,0.3994276556829375
,27,,0.9521613832853026,0.9524199492261076,0.0819026246298436,0.4177656260452012
,28,,0.9494442157266364,0.9498119993460848,0.0828981447891269,0.4212085958167675
,29,,0.9527377521613832,0.9530355097365406,0.0749069863579992,0.3997363188239284
,30,,0.9521613832853026,0.952216465169833,0.0825218719153639,0.3943940932363632
,31,,0.9486208316179496,0.9484297520661156,0.0704558301203904,0.3031716137682405
,32,,0.9491972004940304,0.9492473472073704,0.0698095856780083,0.3170128170741666
,33,,0.950843968711404,0.9510133749076886,0.0790375513578726,0.3825005530119734
,34,,0.9499382461918484,0.9501721029339452,0.079979077203432,0.3961295590054554
,35,,0.938575545491972,0.9389824963193196,0.0826838548565354,0.3691613704443375
SmolLM3-3B-Base,0,last_token,0.7040757513379992,0.6911840522426533,0.2906547654200166,0.637449448674658
,1,,0.8213256484149856,0.8159457167090755,0.2822772101813027,0.7297616489865215
,2,,0.8892548373816386,0.8878512465604936,0.1775299288793649,0.5491849341741721
,3,,0.920378756689996,0.9196243038816392,0.1752402325130134,0.6368022676460794
,4,,0.9473857554549198,0.9476529859916442,0.095772413967654,0.4828906738554877
,5,,0.9504322766570604,0.950338228015179,0.0832221106714699,0.3654627398276813
,6,,0.953314121037464,0.9532679469216188,0.0683702997528072,0.30587403780464
,7,,0.9516673528200904,0.9515876288659794,0.0590478440239262,0.260139232313259
,8,,0.9566899958830796,0.956714944042133,0.0721229045566138,0.3492193978514466
,9,,0.9569370111156856,0.95676614036538,0.0766837367439741,0.3528586289432422
,10,,0.9584191025113216,0.9585487975047196,0.076386768018493,0.4086062858854795
,11,,0.9594071634417456,0.9595536959553695,0.0674945794770988,0.3598489105921354
,12,,0.9581720872787156,0.9580511973575556,0.0510026912790746,0.2380849495829764
,13,,0.9602305475504322,0.9603350578960336,0.0541900431110848,0.2846799646921285
,14,,0.9608892548373816,0.9608956944101424,0.0601631640667842,0.307693635861018
,15,,0.9607245780156444,0.9610198578082864,0.057001122069332,0.3283105765438221
,16,,0.9623713462330176,0.9624578986281114,0.0757945178898347,0.4365669793179405
,17,,0.960806916426513,0.9609580052493438,0.0595709139381258,0.3215592400105698
,18,,0.9603128859613008,0.9606915674441364,0.0662830820629202,0.4244792195042843
,19,,0.961547962124331,0.9616427104722792,0.0551855632703681,0.2885770024369365
,20,,0.9603128859613008,0.9604334263667706,0.0644945204208182,0.3515028828628428
,21,,0.9588307945656648,0.9588680487002303,0.072041913086028,0.3629141712871662
,22,,0.9585014409221904,0.958538993089832,0.0794138242316355,0.4090837672748062
,23,,0.9572663647591602,0.9572804346036712,0.0696206055799748,0.3424915875786891
,24,,0.955784273363524,0.9558279180718928,0.0790240527794416,0.3849362962210736
,25,,0.9566899958830796,0.9566864295125164,0.0893285300891749,0.4536108248166521
,26,,0.9549608892548374,0.9548419053909024,0.0835848849668019,0.3863263237150711
,27,,0.9539728283244132,0.9539197098343088,0.08355788780994,0.3907256074189273
,28,,0.9526554137505148,0.9526320125216244,0.092893842117252,0.4453553315430385
,29,,0.9537258130918074,0.9536914963744232,0.087485974133349,0.4135588358232418
,30,,0.951585014409222,0.9516924088070984,0.1056331255114695,0.5499890937593741
,31,,0.95109098394401,0.9511834319526628,0.1042073381646995,0.5188815804323781
,32,,0.9516673528200904,0.9517864476386036,0.0987724730239346,0.488656416004936
,33,,0.9504322766570604,0.9506880733944956,0.0937678750706566,0.4804599747100213
,34,,0.9529024289831206,0.9526254762299156,0.1028760408669462,0.4713946769544974
,35,,0.9479621243310004,0.9477340390340722,0.0892087302056001,0.3829981173573586
Llama-3.2-1B,0,mean_pool,0.8241251543845204,0.8216730672900318,0.2482000489323467,0.6725226086055038
,1,,0.8873610539316591,0.8881073122852936,0.1700888375192988,0.5776530472534955
,2,,0.9292713050638124,0.9299290317317888,0.1276425576431481,0.5773414456402386
,3,,0.9481268011527376,0.947752529441035,0.0873661742497743,0.359476857358489
,4,,0.9599011939069576,0.9597686906237092,0.0987454758670727,0.4968344392181709
,5,,0.961053931659119,0.9610603441178892,0.0848216922155385,0.4459711067856893
,6,,0.960806916426513,0.9607649192218926,0.0951801638389956,0.515777042990055
,7,,0.9628653766982296,0.9629872794419368,0.080731622950958,0.4720205799167165
,8,,0.962041992589543,0.9621665982765696,0.0827361618479554,0.4728731202749547
,9,,0.9603952243721696,0.9602774795606572,0.0794813171237903,0.3944059837250195
,10,,0.9547962124331,0.954900188942742,0.0833554091334756,0.4331963095308468
,11,,0.952820090572252,0.9530058230132042,0.1021218077971163,0.5522176940113344
,12,,0.9493618773157678,0.949528108329914,0.0953151496233053,0.4698237601683335
,13,,0.9543845203787568,0.9542904290429044,0.0953826425154601,0.4534647080454435
,14,,0.9488678468505558,0.9489938398357288,0.1106242248863167,0.559768811197983
,15,,0.9433511733223549,0.9433465085639,0.1092794290101324,0.5071449628643601
Llama-3.2-1B,0,last_token,0.732564841498559,0.7236215112321307,0.3487796441437261,0.8012484071626871
,1,,0.8706463565253191,0.8678165755153555,0.232740801984291,0.6800681029119078
,2,,0.921119802387814,0.9208133575797652,0.1809028861648007,0.722334747488004
,3,,0.9507616303005352,0.950529450694904,0.1211581780293763,0.5623575469846855
,4,,0.9589954713874024,0.9589108910891088,0.1046376053521863,0.5467947439072716
,5,,0.9622066694112804,0.962268803945746,0.0901620673072867,0.5199015159360934
,6,,0.9646768217373404,0.964769647696477,0.0802068657144544,0.4846759252079744
,7,,0.962289007822149,0.9622983207112282,0.0916688461246425,0.5173323745433853
,8,,0.9639357760395224,0.9639268654257948,0.0901755658857176,0.512211154069766
,9,,0.9630300535199672,0.963060468942822,0.0877002640659405,0.4966736884451115
,10,,0.9603952243721696,0.96042129515346,0.0867857353772429,0.4612160088027792
,11,,0.956278303828736,0.9559372666168784,0.1068176257687861,0.4928637539014149
,12,,0.9561959654178674,0.9563146657907704,0.0902970530915963,0.4646620467910587
,13,,0.955043227665706,0.9549876339653752,0.0963241683610194,0.4695597054877907
,14,,0.95603128859613,0.9559478633888796,0.0977769528646513,0.4854228022274722
,15,,0.9541375051461508,0.9541375051461508,0.0923690848807485,0.4498847124011433
SmolLM2-360M,0,mean_pool,0.714862083161795,0.6981082730363526,0.1738886873476137,0.3743117789390648
,1,,0.783038287361054,0.77907269221095,0.2105373277876674,0.5133915297043761
,2,,0.8243721696171263,0.8194667795175624,0.2413140866102537,0.6233073661419588
,3,,0.8452037875669,0.844782034346103,0.2195172570888628,0.632201408469852
,4,,0.8567311650885138,0.8543933054393306,0.2249926179649206,0.6444501030878831
,5,,0.8698229724166323,0.8696082474226804,0.1952603116484295,0.6082455168760377
,6,,0.8714697406340057,0.8698407404319186,0.1970640591912664,0.5853204491318644
,7,,0.8806093042404282,0.8794279062032263,0.2173625465068209,0.6928440101805036
,8,,0.8860436393577604,0.8842809364548495,0.2164615163965545,0.679252761820889
,9,,0.8887608069164266,0.8866515647285846,0.1893546835848849,0.5879303927599855
,10,,0.8871140386990531,0.8868905205841102,0.1649509411040149,0.5302207238195944
,11,,0.89164265129683,0.8897268309033015,0.206963579148071,0.6619391719591969
,12,,0.8938657883902841,0.8939007325705819,0.1799630476415452,0.6122484898578895
,13,,0.8962536023054755,0.8941710062153536,0.1863276273717424,0.5845008761972275
,14,,0.8944421572663648,0.8930240320427236,0.1999274451409335,0.6536340364576252
,15,,0.8972416632358996,0.8959132610508758,0.2072588605512482,0.6893846417410177
,16,,0.8942774804446274,0.8946504758779127,0.176451729927192,0.6071209467619587
,17,,0.8966652943598189,0.89651191556032,0.1636719507976816,0.5553232456208224
,18,,0.8954302181967888,0.8944481382978723,0.1846048712994913,0.6039629855698507
,19,,0.8948538493207081,0.8951129363449692,0.1705056061283546,0.5887276547124509
,20,,0.8958419102511321,0.8962519478389239,0.1685010672313571,0.5854370688375714
,21,,0.8941951420337587,0.8948014735980352,0.1620976790881709,0.5607621261960074
,22,,0.8938657883902841,0.893655638973682,0.1725911364959377,0.5822854611181283
,23,,0.892383696994648,0.892117210070161,0.1835283596696223,0.6108094610853416
,24,,0.8881020996294772,0.88793601055496,0.1806497878192202,0.5913597886040156
,25,,0.8869493618773158,0.8871537766088601,0.1742059039407412,0.5726902993513123
,26,,0.8874433923425278,0.8873134943533098,0.1772329601538838,0.5758639802656389
,27,,0.884890901605599,0.8856161021109474,0.1607933789472795,0.536558115955335
,28,,0.882420749279539,0.8830466830466831,0.1816183108216416,0.5967118410422749
,29,,0.8785508439687114,0.8794442174090723,0.1826678252946486,0.5933310983543865
,30,,0.8773157678056813,0.8777486051854283,0.1492520943888097,0.4726443361640555
,31,,0.8742692466035406,0.8747025518995651,0.1749196412752781,0.5533711821836791
SmolLM2-360M,0,last_token,0.5974475092630712,0.5699709737004134,0.1023074132505419,0.2058755006303101
,1,,0.7219431864965006,0.703953712632594,0.3034210459710962,0.6670158351091922
,2,,0.7850967476327707,0.7775315376747358,0.2827648463271212,0.6802819229040609
,3,,0.8184438040345822,0.8116833205226749,0.265274063325206,0.6704044916086249
,4,,0.8274186908192672,0.823182048253754,0.2632543385274738,0.6966215542735945
,5,,0.8449567723342939,0.8412979351032448,0.2594730492445014,0.7093969771789381
,6,,0.8508027995059695,0.8494766572520352,0.2289612000236225,0.6543580129821951
,7,,0.8655413750514616,0.8658947195532561,0.187539124785921,0.5685087838222169
,8,,0.870893371757925,0.8696591853699086,0.2048797361027916,0.6157161166341156
,9,,0.8731165088513791,0.8715298040850354,0.2305472829892602,0.6949557877731496
,10,,0.8762453684643886,0.8731324385920486,0.2215082974074292,0.6366641945222593
,11,,0.875421984355702,0.8747412865303419,0.1958930575123807,0.5972354584750263
,12,,0.8857966241251544,0.885343473588493,0.1974926390564494,0.6411853395810558
,13,,0.8867023466447097,0.8862809917355372,0.1851701242712876,0.5979327333039945
,14,,0.8883491148620831,0.8873379860418744,0.1893141878495922,0.5916034761802829
,15,,0.8867023466447097,0.8851419031719533,0.1899739308704051,0.5787030199059968
,16,,0.8868670234664471,0.885289697779262,0.1913727210603133,0.5902413389437995
,17,,0.8932070811033347,0.8921593082231646,0.1833140697370308,0.5798547120247521
,18,,0.8919720049403046,0.891029900332226,0.2033982671199939,0.6635921010637453
,19,,0.8899135446685879,0.888648288498376,0.1873771418447495,0.5820129465798036
,20,,0.8905722519555372,0.8898831717623664,0.192972302604382,0.6353187148659618
,21,,0.8884314532729518,0.88837630776835,0.1870396773839755,0.6161018385318644
,22,,0.8889254837381638,0.8876675826463486,0.1907804709316549,0.5976593362056408
,23,,0.8887608069164266,0.8876694104930573,0.1887354362993647,0.5981094309194313
,24,,0.8869493618773158,0.8861620097836,0.2068690890990542,0.6735418080248063
,25,,0.883902840675175,0.882636923589146,0.1982468721262792,0.6152643446835762
,26,,0.878880197612186,0.8790793259350596,0.1955420944731758,0.6317704953708492
,27,,0.8805269658295595,0.8801321767864518,0.2040445115623761,0.6472488529090841
,28,,0.8780568135034994,0.8787953187658565,0.1955150973163139,0.6348639954612207
,29,,0.8781391519143681,0.8775645268034414,0.1972108562317031,0.6168357514911844
,30,,0.8741045697818032,0.8738969072164948,0.2021749584496883,0.6298470960372833
,31,,0.8722931247426925,0.871403697869165,0.1989471108823852,0.5985084775158414
